,translated,label,annotation
3161,This online class is really stressful specially if your family is not cooperating with you.,"[[12, 17, 'neg']]","[['class', 'neg']]"
3162,The new normal ... #OnlineClass @ Makati https://t.co/v8YpsVa5Dh,"[[26, 31, 'neu']]","[['class', 'neu']]"
3163,Don't go to sleep to take online classes,"[[33, 40, 'neu']]","[['classes', 'neu']]"
3164,so paba online class? :(,"[[15, 20, 'neu']]","[['class', 'neu']]"
3165,Please add more onlineclass: & lt;,"[[22, 27, 'neu']]","[['class', 'neu']]"
3166,Online class x nba https://t.co/iJBQoyCDIq,"[[7, 12, 'neu']]","[['class', 'neu']]"
3167,I'm so sleepy in Yanna's online class 😂,"[[32, 37, 'neg']]","[['class', 'neg']]"
3168,I'm so sleepy huhu! GG online class 👉👈,"[[30, 35, 'pos']]","[['class', 'pos']]"
3169,Shetttt there will be another online class later😶,"[[37, 42, 'neu']]","[['class', 'neu']]"
3170,Nakakatamad na mag online class neto pag napasarap na lalo sa trabaho,"[[26, 31, 'neg']]","[['class', 'neg']]"
3171,It seems that this online class is even worse than face-to-face. The profs make me do it very quickly 🥺,"[[26, 31, 'neg'], [69, 74, 'neu']]","[['class', 'neg'], ['profs', 'neu']]"
3172,@bastasaricamela @vengshit hahahaha sa MM. wet wet too. you are wide awake. online class you are still absent haha,"[[83, 88, 'neu']]","[['class', 'neu']]"
3173,Let's breakdown for a few minutes and focus again on the online class. Time Management ✨,"[[64, 69, 'neu']]","[['class', 'neu']]"
3174,PATI BA NAMAN ATTENDANCE MAY PA QUIZ AYOKO NA TALAGA NETONG ONLINE CLASS ONLINE WORLD NA TO,"[[67, 72, 'neg']]","[['class', 'neg']]"
3175,I really stayed up even though I had an onlineclass later because I knew you would call around 3 or 4 Am,"[[46, 51, 'neu']]","[['class', 'neu']]"
3176,"don't schedule that online class, all day. alas in mb I don't understand anything HAHAH. tas ngayon kailangan naka bantay ako lagi kay jed kasi may sakit. aigo juskomiyo tas lumuwas pa si mama.","[[27, 32, 'neu']]","[['class', 'neu']]"
3177,Online class again tomorrow. Modules are made again that we don't know what and how. Umaaaaay!,"[[7, 12, 'neu'], [29, 36, 'neg']]","[['class', 'neu'], ['modules', 'neg']]"
3178,"it's raining, the signal will weaken later, the signal that is needed later for the online song class","[[18, 24, 'neg'], [48, 54, 'neu'], [96, 101, 'neu']]","[['signal', 'neg'], ['signal', 'neu'], ['class', 'neu']]"
3179,bangag tyaka lutang ako neto mamaya sa online class hahah bahala na,"[[46, 51, 'neg']]","[['class', 'neg']]"
3180,"Heavy rain, hopefully let's calm down so that everyone has a strong signal for the online class tomorrow.","[[68, 74, 'pos'], [90, 95, 'neu']]","[['signal', 'pos'], ['class', 'neu']]"
3181,There should also be an online class when there is a typhoon without work,"[[31, 36, 'neu']]","[['class', 'neu']]"
3182,is the 2nd week of my online class tomorrow?,"[[29, 34, 'neu']]","[['class', 'neu']]"
3183,I don't seem to understand anything in the online class,"[[50, 55, 'neg']]","[['class', 'neg']]"
3184,there is a schedule for the online class in modular nothing hehe it's okay.,"[[35, 40, 'neu'], [44, 51, 'neu']]","[['class', 'neu'], ['modular', 'neu']]"
3185,"ah, the online class will start tomorrow, I'm still disgusted with the school's response to the song I'm asking","[[15, 20, 'neu']]","[['class', 'neu']]"
3186,Me: mama my back hurts huhu 😭😭 Mama: You got an online class. Bet ko reply ni mama 😂😂,"[[57, 62, 'neu']]","[['ass.', 'neu']]"
3187,Being chased by someone is a mood since the online class begun,"[[51, 56, 'neu']]","[['class', 'neu']]"
3188,"ano na @PLDTHome, yung nah online class tsaka work from home samin nahihirapan na 😒😒😒 baka naman isang buwan na yung request ko na relocation https://t.co/C56PIHebbU","[[34, 39, 'neg']]","[['class', 'neg']]"
3189,@olivirusss I still have an online class and work burattttt,"[[35, 40, 'neu']]","[['class', 'neu']]"
3190,I have to collect what I need for my online class 😔,"[[44, 49, 'neu']]","[['class', 'neu']]"
3191,teacher duties plus me as student 😂 nagkasabay. Shall I not distribute the card while in the online class?,"[[101, 106, 'neu']]","[['lass?', 'neu']]"
3192,"yaw q na mag online class, pagod na pagod na si watsmi 🤯","[[20, 25, 'neg']]","[['class', 'neg']]"
3193,#NationalTeachersMonth #LigtasNaBalikEskwela Taas kamaong pagpupugay sa mga guro ng bayan ✊❤️ Paplug hehe: papatak pambili laptop for online class huhu 09562982926 gcashh ✊❤️👉👈 https://t.co/igIHpsEdT3,"[[123, 129, 'neu'], [141, 146, 'neu']]","[['laptop', 'neu'], ['class', 'neu']]"
3194,"little by little I feel the difficulty of the online class. It's only been a few days since the ordeal. Self learning especially in math. lintek. there is a teacher who is still dumb, how come now there is none. tsk","[[53, 58, 'neg'], [157, 164, 'neg']]","[['class', 'neg'], ['teacher', 'neg']]"
3195,haup tong online class na to deserve ko alak at momol 😤😖,"[[17, 22, 'neu']]","[['class', 'neu']]"
3196,@inLwithL @book_girlfriend Tara aral basta sya prof ulit 😝 online class with sir 🤣,"[[67, 72, 'neu']]","[['lass', 'neu']]"
3197,Being in an online class force you to create another fb acct 🤐,"[[19, 24, 'neu']]","[['class', 'neu']]"
3198,"Ok, the online class hasn't started yet and I already hate it.","[[15, 20, 'neg']]","[['class', 'neg']]"
3199,I'm jealous of those who say that the online class is just basic 🥺,"[[45, 50, 'pos']]","[['class', 'pos']]"
3200,There is a videocall but no online class. Ngik,"[[35, 40, 'neu']]","[['class', 'neu']]"
3201,@meggarciaaaa I have an online class but I'm just riding. Pwede yan🤗,"[[31, 36, 'neu']]","[['class', 'neu']]"
3202,I feel like my classmate wants me to take an online class because you're crying 🙂,"[[15, 24, 'neu'], [52, 57, 'neu']]","[['classmate', 'neu'], ['class', 'neu']]"
3203,"LC never made ""Mga Ganap Sa Online Class"" 😭","[[35, 40, 'neu']]","[['class', 'neu']]"
3204,I left the online class: ((,"[[18, 23, 'neu']]","[['class', 'neu']]"
3205,Indicative online class amp,"[[18, 24, 'pos']]","[['class', 'pos']]"
3206,"putangina, i hate this online class talaga. I haven't learned anything yet. I hope you teach oh.","[[30, 36, 'neg']]","[['class', 'neg']]"
3207,"#AcademicFreezeNOW NA KASI MGA PUTANGINA. YES I AM ENROLLED BUT THAT DOESN'T MEAN THAT I AM RICH, I AFFORD TONG LECHENG ONLINE CLASS. THAT'S WHY I WAS ENROLLED FOR NEXT YEAR DIRECTLY TO THE COLLEGE I WANTED","[[127, 132, 'neg']]","[['class', 'neg']]"
3208,It's embarrassing that I cried so much earlier in the online class. Potek HAHAHA 🤣,"[[61, 66, 'neg']]","[['class', 'neg']]"
3209,@cv_295 Totoo yan. When we also bought for my brother’s online class it was hard for Villman to find stocks. Asus likes it.,"[[63, 68, 'neu']]","[['class', 'neu']]"
3210,My left arm was paralyzed from the online class because I was holding the phone while listening to the class,"[[42, 47, 'neg'], [8, 11, 'neg'], [74, 79, 'neu'], [103, 108, 'neu']]","[['class', 'neg'], ['arm', 'neg'], ['phone', 'neu'], ['class', 'neu']]"
3211,"He said he was going to buy my cousin a laptop for an online class, he went home to ask how to go to the Marketplace, he said he didn't know HAHAHAHAHHAHAHA animal I'm going to die funny.","[[40, 46, 'neu'], [61, 66, 'neu']]","[['laptop', 'neu'], ['class', 'neu']]"
3212,Follow up in multiple times the service application nmin! Please my online class my brother. Please. @PLDT_Cares @iamMVP Service Reference Number: 1587423279 Account Number is 0296908568.,"[[75, 80, 'neu']]","[['class', 'neu']]"
3213,"stop the online class, go ahead 😢 hahahahahah","[[16, 21, 'neu']]","[['class', 'neu']]"
3214,cutie by angeline before & amp; after online class chat and call me first 😂 very sweet child 💖,"[[45, 50, 'neu']]","[['class', 'neu']]"
3215,Online class is even harder than the normal class before hayss,"[[7, 12, 'neg'], [44, 49, 'neu']]","[['class', 'neg'], ['class', 'neu']]"
3216,Who is stupid to drink wine at noon during an online class ??? Tangina ako.,"[[53, 58, 'neu']]","[['class', 'neu']]"
3217,sana all maganda paden performance kahit online class :)),"[[48, 53, 'neu']]","[['class', 'neu']]"
3218,Meganon ??? Online class but on paper I still quiz while in front of camera what stupidity 😭😭😭😭,"[[19, 24, 'neu']]","[['class', 'neu']]"
3219,I want to go to October but not for an online class because I want to deliver MY ALBUM AHAHAHAHAH,"[[46, 51, 'neu']]","[['class', 'neu']]"
3220,"@hadou__KEN @jjoan21 I have a different view on this tho. Economically speaking, he’s not that pretty. But then, kids/students suffer with this setup. Not all can afford online class. Andyan yung signal and yung gadgets concerns. Yes, modules exist. But I still dont think it’s effective","[[113, 126, 'neg'], [177, 182, 'neg'], [196, 202, 'neu'], [212, 219, 'neu'], [235, 242, 'neu']]","[['kids/students', 'neg'], ['class', 'neg'], ['signal', 'neu'], ['gadgets', 'neu'], ['modules', 'neu']]"
3221,AWIT SA ONLINE CLASS UKINAM -_-,"[[15, 20, 'neu']]","[['class', 'neu']]"
3222,nakakabaliw yang online class😢,"[[24, 29, 'neg']]","[['class', 'neg']]"
3223,It's nice to have an allowance for the online class,"[[46, 51, 'pos']]","[['class', 'pos']]"
3224,"but in today's situation, we know where we are going, you will go to the hospital, you will say you are positive or you have covid HAHAHAHAHAha funny but also sad in times of crisis, money is the biggest problem add this online class. hays.","[[228, 233, 'neg']]","[['class', 'neg']]"
3225,"I hope the 7am to 5pm classes are okay, but if it's an online class ????? tangina ,,,,,","[[22, 29, 'pos'], [62, 67, 'neu']]","[['classes', 'pos'], ['class', 'neu']]"
3226,as well as in the online class I have to sumenti. I'm avoiding sadness ih 😪,"[[25, 30, 'neu']]","[['class', 'neu']]"
3227,"@ccron_daniel No! That's correct!!! Need a mic in the online class, your professor might not hear you 😂","[[43, 46, 'neu'], [61, 66, 'neu'], [73, 82, 'neu']]","[['mic', 'neu'], ['class', 'neu'], ['professor', 'neu']]"
3228,Any invites after online class,"[[25, 30, 'neu']]","[['class', 'neu']]"
3229,We thought at first the online class was easy but when I tried it haha ​​it's really hard :) we're losing hope and we're losing learnings stan #AcademicFreezeNOW not because we don't want to study our point here is we can't afford,"[[31, 36, 'pos'], [128, 137, 'neg']]","[['class', 'pos'], ['learnings', 'neg']]"
3230,2nd day of online class I was lazy. Pubg mobile only,"[[18, 23, 'neg']]","[['class', 'neg']]"
3231,"I hope you enjoy the online class, because I'm not 😀","[[28, 33, 'neg']]","[['class', 'neg']]"
3232,We don't have an online class today because I was reading last night haha ​​sleep p more,"[[24, 29, 'neu']]","[['class', 'neu']]"
3233,"but tangina, I just went to load the other half. Our third day of online class, but I immediately spent 200? so when 1week, a thousand immediately?","[[73, 78, 'neu']]","[['class', 'neu']]"
3234,every day I just think about how much I will spend/will I spend on this ONLINE CLASS. I come from my family even like this. I'm selling online so I can somehow help,"[[79, 84, 'neu']]","[['class', 'neu']]"
3235,I said that self study will only happen in this online class 🤦‍♀️🤦‍♀️🤦‍♀️,"[[55, 60, 'neu']]","[['class', 'neu']]"
3236,It's only 1 school year because of the difficulty of this pandemic. And to be able to adjust both teachers and students because not everyone can afford the online class #AcademicFreezeNOW,"[[98, 106, 'neu'], [111, 119, 'neu'], [163, 168, 'neg']]","[['teachers', 'neu'], ['students', 'neu'], ['class', 'neg']]"
3237,NETIQUETTE - Digital Etiquette Stay and Learn at Home #Netiquette #OnlineClass #EdTech https://t.co/J3u0Yx9TC2,"[[73, 78, 'neu']]","[['class', 'neu']]"
3238,Wew we can only learn a little anddd I hope we feel sorry for other students who don't have the ability to install wifi or are not available for online classes.,"[[68, 76, 'neg'], [152, 159, 'neg']]","[['students', 'neg'], ['classes', 'neg']]"
3239,Am I the only one ? 'I used to be able to do it but I can't do it now because I take online classes one after another.' Am I the only one ? 'That's the right type to hack the neighbor's wifi password just to be able to pass work to school.',"[[92, 99, 'neu']]","[['classes', 'neu']]"
3240,"Am I the only one ? 'You get drowsy every afternoon, you can't sleep because you think you might have an activity to do or you'll be late for your classes.' Am I the only one ? 'I can't be ordered at home anymore because I only take online classes all day.' Ps: I help but rarely","[[105, 113, 'neg'], [147, 154, 'neg'], [240, 247, 'neu']]","[['activity', 'neg'], ['classes', 'neg'], ['classes', 'neu']]"
3241,"ONLINE CLASS: Instead of learning, just a headache. ⁇","[[7, 12, 'neg']]","[['class', 'neg']]"
3242,I stress over online class activities,"[[21, 37, 'neg']]","[['class activities', 'neg']]"
3243,All students and teachers are suffering because of that puking mother online Class !! #AcademicFreezeNOW,"[[4, 12, 'neg'], [17, 25, 'neg'], [77, 82, 'neg']]","[['students', 'neg'], ['teachers', 'neg'], ['class', 'neg']]"
3244,"First, I also don't like online classes BEFORE, because it's better to teach that you see your student and they interact in case nothing happens to us eh this shit happens to us in case I thought where is the student if we have #AcademicFreezeNOW? Mostly, on social media too right?","[[32, 39, 'neg']]","[['classes', 'neg']]"
3245,I just share with you how I take classes with my students that I still make sure that they have learned something even online class and everything is in sync because I have a recorded video. Teacher makes effort I think can you also do that as student? #AcademicFreezeNOW https://t.co/CJhwmnHKPl,"[[33, 40, 'neu'], [126, 131, 'pos'], [191, 198, 'pos']]","[['classes', 'neu'], ['class', 'pos'], ['teacher', 'pos']]"
3246,I'm stressed in the online class to ha 😩,"[[27, 32, 'neg']]","[['class', 'neg']]"
3247,"Because I don't think so, your teachers are still doing their best to impart knowledge but because of the unstable internet, and many things that we think are obstacles, we are setting aside that we have learned something in the online class.","[[31, 39, 'pos'], [115, 123, 'neg'], [236, 241, 'pos']]","[['teachers', 'pos'], ['internet', 'neg'], ['class', 'pos']]"
3248,"Remember that it is not only you students who have adjusted to this new system, we are also TEACHERS. Don't plant in the minds of others who have learned nothing in the Online class and only requirments ""ONLY""","[[33, 41, 'neu'], [92, 100, 'neu'], [176, 181, 'neu'], [191, 202, 'neu']]","[['students', 'neu'], ['teachers', 'neu'], ['class', 'neu'], ['requirments', 'neu']]"
3249,"Yes ... the EDUCATION sector is not ready but I think, they are still working on a way for no one to be left behind and thank you don't attack the TEACHERS why there is an online class that exists here because they are just doing their job #AcademicFreezeNOW","[[12, 28, 'neg'], [179, 184, 'neu']]","[['education sector', 'neg'], ['class', 'neu']]"
3250,so I can do the dishes and online class at the same time.,"[[34, 39, 'neu']]","[['class', 'neu']]"
